Date,Time,Direction,Type,Occupancy,AdditionalData1,AdditionalData2
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,N,N/A
23-10-2023,10.50 am,in,car,1,Y,N/A
24-10-2023,09.31 am,Bus,5%,out,N,
24-10-2023,09.31 am,Taxi,1,out,Y,Rear All
24-10-2023,09.32 am,Car,1,out,Y,Rear All
24-10-2023,09.32 am,Car,1,out,N,
24-10-2023,09.34 am,Truck,,out,N,
24-10-2023,09.34 am,Car,1,out,Y,Rear All
24-10-2023,09.34 am,Truck,,out,N,
24-10-2023,09.35 am,Bus,5%,out,N,
24-10-2023,09.37 am,Car,4,out,N,
24-10-2023,09.37 am,Bus,1%,out,N,
24-10-2023,09.38 am,Car,1,out,N,
24-10-2023,09.39 am,Van,,out,N,
24-10-2023,09.39 am,Taxi,1,out,Y,Rear All
24-10-2023,09.39 am,Van,,out,N,
24-10-2023,09.39 am,Bus,5%,out,N,
24-10-2023,09.40 am,Car,3,out,N,
24-10-2023,09.40 am,Bus,1%,out,N,
24-10-2023,09.40 am,Car,1,out,Y,Rear All
24-10-2023,09.41 am,Bus,1%,out,Y,Rear Windscreen
24-10-2023,09.41 am,Van,,out,N,
24-10-2023,09.42 am,Car,1,out,Y,Rear All
24-10-2023,09.42 am,Car,1,out,Y,Rear All
24-10-2023,09.43 am,Bike,1,out,,
24-10-2023,09.43 am,Car,1,out,Y,Rear All
24-10-2023,09.46 am,Car,1,out,N,
24-10-2023,09.46 am,Taxi,1,out,Y,Rear All
24-10-2023,09.48 am,Car,1,out,Y,Rear All
24-10-2023,09.48 am,Authorised Vehicle,,out,N,
24-10-2023,09.48 am,Car,1,out,N,
24-10-2023,09.49 am,Car,1,out,Y,Rear All
24-10-2023,09.49 am,Bus,3%,out,N,
24-10-2023,09.49 am,Authorised Vehicle,,out,Y,Rear All
24-10-2023,09.50 am,Bus,5%,out,N,
24-10-2023,09.50 am,Car,1,out,N,
24-10-2023,09.50 am,Car,1,out,Y,Rear All
24-10-2023,09.50 am,Car,1,out,Y,Rear All
24-10-2023,09.51 am,Car,3,out,Y,Rear All
24-10-2023,09.52 am,Bus,1%,out,N,
24-10-2023,09.52 am,Bus,5%,out,N,
24-10-2023,09.52 am,Car,1,out,Y,Rear All
24-10-2023,09.52 am,Car,2,out,N,
24-10-2023,09.53 am,Authorised Vehicle,,out,N,
24-10-2023,09.54 am,Car,1,out,Y,Rear All
24-10-2023,09.54 am,Car,1,out,Y,Rear All
24-10-2023,09.56 am,Truck,,out,N,
24-10-2023,09.57 am,Car,3,out,Y,Rear Windscreen
24-10-2023,09.58 am,Authorised Vehicle,,out,N,
24-10-2023,09.59 am,Car,1,out,Y,Rear All
24-10-2023,09.59 am,Car,2,out,Y,Rear All
24-10-2023,09.59 am,Van,,out,Y,Rear All
24-10-2023,10.00 am,Taxi,1,out,N,
24-10-2023,10.00 am,Car,1,out,Y,Rear All
24-10-2023,10.30 am,out,car,3,personal,white
24-10-2023,10.30 am,out,car,1,personal,grey
24-10-2023,10.32 am,out,double decker bus,0%,paid,blue
24-10-2023,10.33 am,out,car,1,personal,black
24-10-2023,10.33 am,out,single decker bus,0%,paid,white
24-10-2023,10.34 am,out,car,1,personal,white
24-10-2023,10.34 am,out,car,1,personal,white
24-10-2023,10.34 am,out,car,1,personal,blue
24-10-2023,10.34 am,out,bicycle,1,personal,black
24-10-2023,10.34 am,out,car,1,personal,black
24-10-2023,10.35 am,out,double decker bus,10%,paid,green
24-10-2023,10.35 am,out,double decker bus,5%,paid,blue
24-10-2023,10.36 am,out,car,1,personal,red
24-10-2023,10.36 am,out,car,1,personal,black
24-10-2023,10.36 am,out,car,2,personal,black
24-10-2023,10.36 am,out,car,1,personal,black
24-10-2023,10.36 am,out,car,2,personal,black
24-10-2023,10.38 am,out,car,1,personal,black
24-10-2023,10.38 am,out,car,1,personal,white
24-10-2023,10.39 am,out,mini truck,1,commercial,black
24-10-2023,10.39 am,out,taxi,1,paid,black
24-10-2023,10.41 am,out,double decker bus,5%,paid,blue
24-10-2023,10.42 am,out,double decker bus,10%,paid,blue
24-10-2023,10.42 am,out,car,1,personal,blue
24-10-2023,10.42 am,out,car,1,personal,red
24-10-2023,10.45 am,out,car,2,personal,grey
24-10-2023,10.46 am,out,car,1,personal,black
24-10-2023,10.48 am,out,car,2,personal,black
24-10-2023,10.48 am,out,taxi,1,paid,black
24-10-2023,10.49 am,out,car,1,personal,grey
24-10-2023,10.51 am,out,taxi,1,paid,black
24-10-2023,10.51 am,out,taxi,1,paid,white
24-10-2023,10.52 am,out,car,2,personal,black
24-10-2023,10.52 am,out,double decker bus,0%,paid,blue
24-10-2023,10.55 am,out,double decker bus,0%,paid,white
24-10-2023,10.55 am,out,double decker bus,20%,paid,blue
24-10-2023,10.55 am,out,car,1,personal,grey
24-10-2023,10.56 am,out,van,1,paid,black
24-10-2023,10.56 am,out,car,2,personal,white
24-10-2023,10.57 am,out,car,1,personal,white
24-10-2023,10.57 am,out,car,1,personal,white
24-10-2023,10.57 am,out,taxi,1,paid,white
24-10-2023,10.58 am,out,car,3,personal,red
24-10-2023,10.59 am,out,car,1,personal,black
24-10-2023,11.00 am,out,van,2,commercial,white
24-10-2023,11.00 am,out,car,1,personal,red
24-10-2024,09.30 am,IN,Bus,75%,,
24-10-2025,09.30 am,IN,Car,2,Yes,Rear All
24-10-2026,09.30 am,IN,Car,2,No,
24-10-2027,09.30 am,IN,Car,4,Yes,Rear All
24-10-2028,09.31 am,IN,Car,2,Yes,Rear Windscreen
24-10-2029,09.31 am,IN,Bus,100%,No,
24-10-2030,09.31 am,IN,Car,4,Yes,Rear Windscreen
24-10-2031,09.34 am,IN,Bus,100%,,
24-10-2032,09.34 am,IN,Car,2,No,
24-10-2033,09.34 am,IN,Car,2,Yes,Rear All
24-10-2034,09.34 am,IN,Bus,2,Yes,Rear All
24-10-2035,09.34 am,IN,Bus,100%,,
24-10-2036,09.34 am,IN,Car,1,No,
24-10-2037,09.35 am,IN,Car,2,Yes,Rear Windscreen
24-10-2038,09.35 am,IN,Car,2,Yes,Rear All
24-10-2039,09.35 am,IN,Car,1,Yes,Rear Windscreen
24-10-2040,09.36 am,IN,Bus,50%,,
24-10-2041,09.36 am,IN,Car,2,No,
24-10-2042,09.36 am,IN,Car,1,Yes,Rear All
24-10-2043,09.36 am,IN,Car,1,Yes,Rear All
24-10-2044,09.36 am,IN,Car,2,No,
24-10-2045,09.36 am,IN,Car,2,Yes,Rear All
24-10-2046,09.36 am,IN,Car,2,No,
24-10-2047,09.36 am,IN,Car,2,No,
24-10-2048,09.36 am,IN,Car,2,No,
24-10-2049,09.36 am,IN,Car,1,No,
24-10-2050,09.36 am,IN,Car,2,No,
24-10-2051,09.36 am,IN,Car,2,No,
24-10-2052,09.37 am,IN,Car,1,Yes,Rear All
24-10-2053,09.37 am,IN,Car,1,Yes,Rear All
24-10-2054,09.37 am,IN,Car,2,Yes,Rear All & Front Quarter & Front Door
24-10-2055,09.37 am,IN,Car,2,Yes,Rear All
24-10-2056,09.37 am,IN,Car,2,Yes,Rear All & Front Door
24-10-2057,09.37 am,IN,Car,2,No,
24-10-2058,09.37 am,IN,Car,1,Yes,Rear All
24-10-2059,09.37 am,IN,Car,1,No,
24-10-2060,09.37 am,IN,Car,1,Yes,Rear All
24-10-2061,09.38 am,IN,Car,2,Yes,Rear All
24-10-2062,09.38 am,IN,Car,2,No,
24-10-2063,09.38 am,IN,Car,2,No,
24-10-2064,09.38 am,IN,Car,1,No,
24-10-2065,09.39 am,IN,Car,1,No,
24-10-2066,09.39 am,IN,Taxi,1,Yes,Rear All
24-10-2067,09.39 am,IN,Taxi,2,No,
24-10-2068,09.39 am,IN,Car,2,No,
24-10-2069,09.39 am,IN,Car,2,Yes,Rear All
24-10-2070,09.39 am,IN,Car,2,Yes,Rear All
24-10-2071,09.39 am,IN,Bike,1,,
24-10-2072,09.40 am,IN,Car,1,No,
24-10-1973,09.40 am,IN,Car,1,No,
24-10-1974,09.40 am,IN,Car,1,No,
24-10-1975,09.40 am,IN,Car,2,Yes,Rear All
24-10-1976,09.41 am,IN,Car,2,No,
24-10-1977,09.41 am,IN,Taxi,2,Yes,Rear All
24-10-1978,09.41 am,IN,Bike,1,,
24-10-1979,09.41 am,IN,Bike,1,,
24-10-1980,09.41 am,IN,Car,4,No,
24-10-1981,09.41 am,IN,Car,2,No,
24-10-1982,09.41 am,IN,Car,2,No,
24-10-1983,09.41 am,IN,Bus,100%,,
24-10-1984,09.41 am,IN,Taxi,2,No,
24-10-1985,09.42 am,IN,Car,1,No,
24-10-1986,09.42 am,IN,Car,2,No,
24-10-1987,09.42 am,IN,Car,2,No,
24-10-1988,09.42 am,IN,Car,1,No,
24-10-1989,09.42 am,IN,Car,2,No,
24-10-1990,09.42 am,IN,Car,1,Yes,Rear All & Front Quarter & Front Door
24-10-1991,09.42 am,IN,Car,2,No,
24-10-1992,09.43 am,IN,Car,2,No,
24-10-1993,09.43 am,IN,Bike,1,,
24-10-1994,09.43 am,IN,Car,3,Yes,Rear All
24-10-1995,09.43 am,IN,Car,1,No,
24-10-1996,09.44 am,IN,Car,2,No,
24-10-1997,09.44 am,IN,Bike,1,,
24-10-1998,09.44 am,IN,Bike,1,,
24-10-1999,09.45 am,IN,Car,4,No,
25-10-2023,10.25 am,IN,car,1,57,0
25-10-2023,10.26 am,IN,car,2,19,0
25-10-2023,10.26 am,IN,car,1,60,0
25-10-2023,10.27 am,IN,car,2,62,0
25-10-2023,10.27 am,IN,car,1,22,0
25-10-2023,10.27 am,IN,car,1,71,0
25-10-2023,10.28 am,IN,car,1,65,0
25-10-2023,10.28 am,IN,car,2,67,0
25-10-2023,10.28 am,IN,car,2,19,0
25-10-2023,10.28 am,IN,car,2,62,0
25-10-2023,10.29 am,IN,car,1,12,0
25-10-2023,10.29 am,IN,car,2,14,0
25-10-2023,10.29 am,IN,car,3,66,0
25-10-2023,10.30 am,IN,van,2,13,0
25-10-2023,10.30 am,IN,van,2,19,0
25-10-2023,10.30 am,IN,car,1,19,0
25-10-2023,10.31 am,IN,bus,50%,66,0
25-10-2023,10.31 am,IN,car,3,11,0
25-10-2023,10.31 am,IN,car,1,21,0
25-10-2023,10.31 am,IN,car,1,68,0
25-10-2023,10.31 am,IN,car,1,18,0
25-10-2023,10.31 am,IN,car,1,54,0
25-10-2023,10.32 am,IN,car,1,73,0
25-10-2023,10.32 am,IN,car,1,72,1
25-10-2023,10.32 am,IN,car,2,70,0
25-10-2023,10.33 am,IN,car,2,10,0
25-10-2023,10.33 am,IN,car,1,72,0
25-10-2023,10.33 am,IN,car,1,31,0
25-10-2023,10.34 am,IN,car,1,15,0
25-10-2023,10.34 am,IN,car,1,60,0
25-10-2023,10.34 am,IN,van,1,65,0
25-10-2023,10.34 am,IN,car,3,67,0
25-10-2023,10.35 am,IN,bike,1,21,0
25-10-2023,10.35 am,IN,car,2,23,0
25-10-2023,10.35 am,IN,car,2,65,0
25-10-2023,10.35 am,IN,car,2,13,0
25-10-2023,10.35 am,IN,bus,10%,59,0
25-10-2023,10.35 am,IN,car,1,71,1
25-10-2023,10.35 am,IN,car,3,20,0
25-10-2023,10.36 am,IN,car,2,12,0
25-10-2023,10.36 am,IN,van,1,68,0
25-10-2023,10.36 am,IN,car,2,18,0
25-10-2023,10.36 am,IN,car,3,68,0
25-10-2023,10.37 am,IN,car,1,12,0
25-10-2023,10.37 am,IN,bus,100%,66,0
25-10-2023,10.37 am,IN,car,3,22,0
25-10-2023,10.37 am,IN,car,1,19,0
25-10-2023,10.37 am,IN,car,2,71,0
25-10-2023,10.37 am,IN,car,1,15,0
25-10-2023,10.38 am,IN,bus,50%,11,0
25-10-2023,10.38 am,IN,car,3,18,0
25-10-2023,10.38 am,IN,car,2,12,0
25-10-2023,10.38 am,IN,car,1,64,0
25-10-2023,10.39 am,IN,car,2,66,0
25-10-2023,10.39 am,IN,car,1,65,1
25-10-2023,10.39 am,IN,car,1,66,0
25-10-2023,10.39 am,IN,car,1,70,0
25-10-2023,10.39 am,IN,car,1,15,0
25-10-2023,10.39 am,IN,car,1,70,0
25-10-2023,10.39 am,IN,car,1,61,0
25-10-2023,10.39 am,IN,bus,90%,66,0
25-10-2023,10.40 am,IN,van,2,66,0
25-10-2023,10.40 am,IN,car,1,67,0
25-10-2023,10.40 am,IN,car,1,63,0
25-10-2023,10.40 am,IN,car,1,65,0
25-10-2023,10.40 am,IN,car,1,8,0
25-10-2023,10.40 am,IN,car,1,17,0
25-10-2023,10.43 am,IN,car,1,14,0
25-10-2023,10.43 am,IN,car,1,10,0
25-10-2023,10.43 am,IN,van,1,71,1
25-10-2023,10.44 am,IN,car,2,12,0
25-10-2023,10.44 am,IN,car,1,2,0
25-10-2023,10.44 am,IN,car,1,65,0
25-10-2023,10.44 am,IN,car,1,13,0
25-10-2023,10.44 am,IN,car,1,73,0
25-10-2023,10.44 am,IN,car,2,15,0
25-10-2023,10.44 am,IN,car,1,5,0
25-10-2023,10.44 am,IN,car,2,13,0
25-10-2023,10.44 am,IN,car,1,68,0
25-10-2023,10.44 am,IN,car,2,14,0
25-10-2023,10.45 am,IN,car,1,65,0
25-10-2023,10.45 am,IN,car,1,19,0
25-10-2023,10.45 am,IN,car,2,68,0
25-10-2023,10.45 am,IN,car,2,58,0
25-10-2023,10.45 am,IN,car,1,8,0
25-10-2023,10.45 am,IN,car,1,59,0
25-10-2023,10.45 am,IN,car,1,68,0
25-10-2023,10.45 am,IN,car,1,6,0
25-10-2023,10.45 am,IN,car,2,8,0
25-10-2023,10.46 am,IN,car,1,56,0
25-10-2023,10.46 am,IN,bus,100%,60,0
25-10-2023,10.46 am,IN,car,1,69,0
25-10-2023,10.46 am,IN,car,4,16,0
25-10-2023,10.46 am,IN,car,2,17,0
25-10-2023,10.46 am,IN,car,2,66,0
25-10-2023,10.48 am,IN,car,1,7,0
25-10-2023,10.48 am,IN,car,3,67,0
25-10-2023,10.48 am,IN,bus,90%,60,0
25-10-2023,10.48 am,IN,car,1,59,0
25-10-2023,10.48 am,IN,van,1,22,0
25-10-2023,10.48 am,IN,car,1,60,1
25-10-2023,10.48 am,IN,car,1,11,0
25-10-2023,10.49 am,IN,car,2,7,0
25-10-2023,10.49 am,IN,van,1,69,0
25-10-2023,10.49 am,IN,car,2,16,0
25-10-2023,10.49 am,IN,car,2,17,0
25-10-2023,10.49 am,IN,car,1,13,0
25-10-2023,10.50 am,IN,car,1,18,0
25-10-2023,10.50 am,IN,car,4,59,0
25-10-2023,10.50 am,IN,car,1,65,0
25-10-2023,10.50 am,IN,car,1,21,0
25-10-2023,10.50 am,IN,car,2,9,0
25-10-2023,10.50 am,IN,car,3,17,0
25-10-2023,10.50 am,IN,car,1,64,0
25-10-2023,10.51 am,IN,car,3,56,0
25-10-2023,10.51 am,IN,car,1,65,1
25-10-2023,10.54 am,IN,car,2,60,0
25-10-2023,10.54 am,IN,bus,100%,66,0
25-10-2023,10.54 am,IN,car,4,60,0
25-10-2023,10.55 am,IN,van,2,67,0
25-10-2023,10.55 am,IN,car,1,12,0
25-10-2023,10.56 am,IN,car,1,73,0
25-10-2023,10.56 am,IN,car,2,19,0
25-10-2023,10.56 am,IN,bus,90%,67,0
25-10-2023,10.56 am,IN,car,3,8,0
25-10-2023,10.56 am,IN,car,1,59,0
25-10-2023,10.56 am,IN,car,1,11,0
25-10-2023,10.56 am,IN,car,1,63,0
25-10-2023,10.56 am,IN,van,1,71,0
25-10-2023,10.57 am,IN,van,1,22,0
25-10-2023,10.57 am,IN,bus,100%,66,0
25-10-2023,10.57 am,IN,car,2,10,0
25-10-2023,10.57 am,IN,car,1,61,0
25-10-2023,10.57 am,IN,car,4,65,0
25-10-2023,10.57 am,IN,car,3,66,0
25-10-2023,10.57 am,IN,car,1,22,0
25-10-2023,10.59 am,IN,car,2,13,0
25-10-2023,10.59 am,IN,car,2,12,0
25-10-2023,10.59 am,IN,car,3,14,0
25-10-2023,10.59 am,IN,car,1,65,0
25-10-2023,10.59 am,IN,car,1,17,0
25-10-2023,10.30 am,IN,car,2,Cloudy,N/A
25-10-2023,10.30 am,IN,bicycle,1,Cloudy,N/A
25-10-2023,10.30 am,IN,car,3,Cloudy,N/A
25-10-2023,10.30 am,IN,car,1,Cloudy,N/A
25-10-2023,10.30 am,IN,car,2,Cloudy,N/A
25-10-2023,10.30 am,IN,van,1,Cloudy,N/A
25-10-2023,10.30 am,IN,van,1,Cloudy,N/A
25-10-2023,10.30 am,IN,car,3,Cloudy,N/A
25-10-2023,10.30 am,IN,car,4,Cloudy,N/A
25-10-2023,10.30 am,IN,bicycle ,1,Cloudy,N/A
25-10-2023,10.30 am,IN,car,2,Cloudy,N/A
25-10-2023,10.30 am,IN,bus,90%,Cloudy,N/A
25-10-2023,10.30 am,IN,car,2,Cloudy,N/A
25-10-2023,10.30 am,IN,bus,90%,Cloudy,N/A
25-10-2023,10.30 am,IN,car,1,Cloudy,N/A
25-10-2023,10.30 am,IN,bicycle,1,Cloudy,N/A
25-10-2023,10.30 am,IN,car,2,Cloudy,N/A
25-10-2023,10.30 am,IN,van,1,Cloudy,N/A
25-10-2023,10.30 am,IN,car,1,Cloudy,N/A
25-10-2023,10.30 am,IN,car,1,Cloudy,N/A
25-10-2023,10.30 am,IN,car,2,Cloudy,N/A
25-10-2023,10.30 am,IN,car,2,Cloudy,N/A
25-10-2023,10.30 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.30 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.30 am,OUT,bus,1%,Cloudy,N/A
25-10-2023,10.30 am,OUT,taxi,2,Cloudy,N/A
25-10-2023,10.30 am,OUT,taxi,2,Cloudy,N/A
25-10-2023,10.30 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.30 am,OUT,car,4,Cloudy,N/A
25-10-2023,10.30 am,OUT,bus,30%,Cloudy,N/A
25-10-2023,10.30 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.30 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.30 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.35 am,IN,car,2,Cloudy,N/A
25-10-2023,10.35 am,IN,car,3,Cloudy,N/A
25-10-2023,10.35 am,IN,bus,100%,Cloudy,N/A
25-10-2023,10.35 am,IN,taxi,1,Cloudy,N/A
25-10-2023,10.35 am,IN,scooter,1,Cloudy,N/A
25-10-2023,10.35 am,IN,bicycle,1,Cloudy,N/A
25-10-2023,10.35 am,IN,bicycle,1,Cloudy,N/A
25-10-2023,10.35 am,IN,car,4,Cloudy,N/A
25-10-2023,10.35 am,IN,car,1,Cloudy,N/A
25-10-2023,10.35 am,IN,car,2,Cloudy,N/A
25-10-2023,10.35 am,IN,car,1,Cloudy,N/A
25-10-2023,10.35 am,IN,car,1,Cloudy,N/A
25-10-2023,10.35 am,IN,car,2,Cloudy,N/A
25-10-2023,10.35 am,IN,car,2,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,bicycle,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,bus,5%,Cloudy,N/A
25-10-2023,10.35 am,OUT,bus,5%,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,taxi,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.35 am,OUT,van,2,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,taxi,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,4,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,bicycle,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,bicycle,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.35 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.40 am,IN,taxi,1,Cloudy,N/A
25-10-2023,10.40 am,IN,van,2,Cloudy,N/A
25-10-2023,10.40 am,IN,car,1,Cloudy,N/A
25-10-2023,10.40 am,IN,taxi,1,Cloudy,N/A
25-10-2023,10.40 am,IN,car,2,Cloudy,N/A
25-10-2023,10.40 am,IN,car,2,Cloudy,N/A
25-10-2023,10.40 am,IN,car,2,Cloudy,N/A
25-10-2023,10.40 am,IN,car,4,Cloudy,N/A
25-10-2023,10.40 am,IN,car,1,Cloudy,N/A
25-10-2023,10.40 am,IN,car,2,Cloudy,N/A
25-10-2023,10.40 am,IN,car,4,Cloudy,N/A
25-10-2023,10.40 am,IN,taxi,2,Cloudy,N/A
25-10-2023,10.40 am,IN,bus,100%,Cloudy,N/A
25-10-2023,10.40 am,IN,bicycle,1,Cloudy,N/A
25-10-2023,10.40 am,IN,taxi,1,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.40 am,OUT,taxi,1,Cloudy,N/A
25-10-2023,10.40 am,OUT,taxi,4,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,1,Cloudy,N/A
25-10-2023,10.40 am,OUT,car,2,Cloudy,N/A
25-10-2023,10.40 am,OUT,bus,2%,Cloudy,N/A
25-10-2023,10.40 am,IN,van,1,Cloudy,N/A
25-10-2023,10.40 am,IN,car,2,Cloudy,N/A
25-10-2023,10.40 am,IN,car,1,Cloudy,N/A
25-10-2023,10.40 am,IN,van,1,Cloudy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,Bus,5%,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,Van,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,Bus,100%,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,4,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,3,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,Bus,90%,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,Bus,5%,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,Van,1,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,3,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,OUT,car,2,Cloudy and windy,N/A
25-10-2023,10.45 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,OUT,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,Bus,1%,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,taxi,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,taxi,4,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,taxi,1,Cloudy and windy,N/A
25-10-2023,10.50 am,OUT,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,Bus,100%,Cloudy and windy,N/A
25-10-2023,10.50 am,OUT,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,4,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,Van,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,taxi,3,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,OUT,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,lorry,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.50 am,IN,taxi,2,Cloudy and windy,N/A
