date,time,direction,type,occupancy,is electric,vehicle age(years),brand name,additionaldata1,additionaldata2,color,public/private,colour,turn signal,carpool,rideshare,vehicle category,is_carpool,is_rideshare,ev,car brand,electric,part of mobility service,origin,age_id,is_env_friendly,brand,eco-friendly,date of car,unnamed: 7,service,size,driver gender,vehicle purpose,driver_gender,mode_of_travel,public vehicle,safety,age identifier,year,date ,age group,fuel type,vehicle type,make,green badge,vehicle occupancy,weather,family car,zero emissions,low emissions compliant,mobilityservice,manufacturing data,manufactured after 2015,left,right,car,bus,bicycle,motorbike,taxi,scooter,van,male,female,vehicle brand,vehicle year,type of vehicle,class of the vehicle ,area_code,ageidentifier,green vehicle,date code,tint > 50%?,high tinted area,tint > 50% ,tint area,is_env_fr,zero emission,unnamed: 0,vehicle_type,manufacturing_data,manufactured_after_2015,ecofriendly,date of vehicle,type ,public / private,purpose
24-10-2023,10.35 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.35 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.35 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.35 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.35 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.40 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.40 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.40 am,out,van,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.40 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.40 am,out,bus,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.40 am,out,bus,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.40 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.40 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.45 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.50 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.50 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.50 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.50 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.50 am,out,bus,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.55 am,out,bus,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.55 am,out,bus,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.55 am,out,van,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.55 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.55 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.55 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2023,10.55 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,commute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.50 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.50 am,out,lorry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.50 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.50 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.51 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Rented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.51 am,out,bus,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.53 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.53 am,out,bus,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.54 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.54 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.54 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.56 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Rented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.56 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Rented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.56 am,out,bus,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.57 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.58 am,out,lorry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,08.58 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.00 am,out,bus,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.00 am,out,van,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.00 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.01 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.01 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.01 am,out,bus,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.01 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.01 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.02 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.03 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.04 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.04 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.04 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.05 am,out,van,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.06 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.06 am,out,bus,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.07 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.07 am,out,lorry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.07 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.07 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.07 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.08 am,out,van,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.08 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.08 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.08 am,out,bus,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.09 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.09 am,out,van,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.09 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Rented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.09 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.10 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.10 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.10 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.12 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Rented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.12 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.12 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.12 am,out,bus,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.12 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.12 am,out,car,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.13 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.13 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.14 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.14 am,out,van,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.14 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.14 am,out,van,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.15 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.15 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.15 am,out,bus,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.15 am,out,bus,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.16 am,out,bus,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.16 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.16 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.17 am,out,taxi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Rented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.17 am,out,bus,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.17 am,out,bus,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.18 am,out,car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.18 am,out,lorry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.18 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.18 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.20 am,out,van,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.20 am,out,motorbike,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2023,09.20 am,out,car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,2,,,,,,,,Black,,,,,,,,,,,,,,Skoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,White,,,,,,,,,,,,,,Hyundai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,2,,,,,,,,White,,,,,,,,,,,,,,Hyundai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Van,2,,,,,,,,Black,,,,,,,,,,,,,,Renault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Bicycle,1,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,2,,,,,,,,White,,,,,,,,,,,,,,Skoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,White,,,,,,,,,,,,,,Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,Grey,,,,,,,,,,,,,,Renault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,3,,,,,,,,Blue,,,,,,,,,,,,,,Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,Black,,,,,,,,,,,,,,Hyundai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Van,2,,,,,,,,White,,,,,,,,,,,,,,Kia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,2,,,,,,,,Black,,,,,,,,,,,,,,Mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,Grey,,,,,,,,,,,,,,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Motorbike,1,,,,,,,,Black,,,,,,,,,,,,,,Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Bus,90%,,,,,,,,Blue,,,,,,,,,,,,,,Scania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,Grey,,,,,,,,,,,,,,Skoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Van,2,,,,,,,,Grey,,,,,,,,,,,,,,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,2,,,,,,,,Grey,,,,,,,,,,,,,,Hyundai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Bus,100%,,,,,,,,Blue,,,,,,,,,,,,,,Scania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,Grey,,,,,,,,,,,,,,Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,White,,,,,,,,,,,,,,Toyota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Car,1,,,,,,,,Black,,,,,,,,,,,,,,Vauxhall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2023,,in,Van,2,,,,,,,,Red,,,,,,,,,,,,,,Kia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
