date,time,type,occupancy,direction,eco,elec
24-10,10.00 am,taxi,1,out,,
24-10,10.00 am,car,1,out,,
24-10,09.30 am,car,1,in,,
24-10,09.30 am,bus,75%,in,,
24-10,09.30 am,car,2,in,,
24-10,09.30 am,car,2,in,,
24-10,09.30 am,car,4,in,,
24-10,09.31 am,car,2,in,,
24-10,09.31 am,bus,100%,in,,
24-10,09.31 am,car,4,in,,
24-10,09.34 am,bus,100%,in,,
24-10,09.34 am,car,2,in,,
24-10,09.34 am,car,2,in,,
24-10,09.34 am,bus,2,in,,
24-10,09.34 am,bus,100%,in,,
24-10,09.34 am,car,1,in,,
24-10,09.35 am,car,2,in,,
24-10,09.35 am,car,2,in,,
24-10,09.35 am,car,1,in,,
24-10,09.36 am,bus,50%,in,,
24-10,09.36 am,car,2,in,,
24-10,09.36 am,car,1,in,,
24-10,09.36 am,car,1,in,,
24-10,09.36 am,car,2,in,,
24-10,09.36 am,car,2,in,,
24-10,09.36 am,car,2,in,,
24-10,09.36 am,car,2,in,,
24-10,09.36 am,car,2,in,,
24-10,09.36 am,car,1,in,,
24-10,09.36 am,car,2,in,,
24-10,09.36 am,car,2,in,,
24-10,09.37 am,car,1,in,,
24-10,09.37 am,car,1,in,,
24-10,09.37 am,car,2,in,,
24-10,09.37 am,car,2,in,,
24-10,09.37 am,car,2,in,,
24-10,09.37 am,car,2,in,,
24-10,09.37 am,car,1,in,,
24-10,09.37 am,car,1,in,,
24-10,09.37 am,car,1,in,,
24-10,09.38 am,car,2,in,,
24-10,09.38 am,car,2,in,,
24-10,09.38 am,car,2,in,,
24-10,09.38 am,car,1,in,,
24-10,09.39 am,car,1,in,,
24-10,09.39 am,taxi,1,in,,
24-10,09.39 am,taxi,2,in,,
24-10,09.39 am,car,2,in,,
24-10,09.39 am,car,2,in,,
24-10,09.39 am,car,2,in,,
24-10,09.39 am,bicycle,1,in,,
24-10,09.40 am,car,1,in,,
24-10,09.40 am,car,1,in,,
24-10,09.40 am,car,1,in,,
24-10,09.40 am,car,2,in,,
24-10,09.41 am,car,2,in,,
24-10,09.41 am,taxi,2,in,,
24-10,09.41 am,bicycle,1,in,,
24-10,09.41 am,bicycle,1,in,,
24-10,09.41 am,car,4,in,,
24-10,09.41 am,car,2,in,,
24-10,09.41 am,car,2,in,,
24-10,09.41 am,bus,100%,in,,
24-10,09.41 am,taxi,2,in,,
24-10,09.42 am,car,1,in,,
24-10,09.42 am,car,2,in,,
24-10,09.42 am,car,2,in,,
24-10,09.42 am,car,1,in,,
24-10,09.42 am,car,2,in,,
24-10,09.42 am,car,1,in,,
24-10,09.42 am,car,2,in,,
24-10,09.43 am,car,2,in,,
24-10,09.43 am,bicycle,1,in,,
24-10,09.43 am,car,3,in,,
24-10,09.43 am,car,1,in,,
24-10,09.44 am,car,2,in,,
24-10,09.44 am,bicycle,1,in,,
24-10,09.44 am,bicycle,1,in,,
24-10,09.45 am,car,4,in,,
25-10,10.25 am,bus,5%,in,False,
25-10,10.25 am,car,1,in,False,
25-10,10.26 am,car,2,in,False,
25-10,10.26 am,car,1,in,False,
25-10,10.27 am,car,2,in,False,
25-10,10.27 am,car,1,in,False,
25-10,10.27 am,car,1,in,False,
25-10,10.28 am,car,1,in,False,
25-10,10.28 am,car,2,in,False,
25-10,10.28 am,car,2,in,False,
25-10,10.28 am,car,2,in,False,
25-10,10.29 am,car,1,in,False,
25-10,10.29 am,car,2,in,False,
25-10,10.29 am,car,3,in,False,
25-10,10.30 am,van,2,in,False,
25-10,10.30 am,van,2,in,False,
25-10,10.30 am,car,1,in,False,
25-10,10.31 am,bus,50%,in,False,
25-10,10.31 am,car,3,in,False,
25-10,10.31 am,car,1,in,False,
25-10,10.31 am,car,1,in,False,
25-10,10.31 am,car,1,in,False,
25-10,10.31 am,car,1,in,False,
25-10,10.32 am,car,1,in,False,
25-10,10.32 am,car,1,in,False,
25-10,10.32 am,car,2,in,False,
25-10,10.33 am,car,2,in,False,
25-10,10.33 am,car,1,in,False,
25-10,10.33 am,car,1,in,False,
25-10,10.34 am,car,1,in,False,
25-10,10.34 am,car,1,in,False,
25-10,10.34 am,van,1,in,False,
25-10,10.34 am,car,3,in,False,
25-10,10.35 am,bicycle,1,in,False,
25-10,10.35 am,car,2,in,False,
25-10,10.35 am,car,2,in,False,
25-10,10.35 am,car,2,in,False,
25-10,10.35 am,bus,10%,in,False,
25-10,10.35 am,car,1,in,False,
25-10,10.35 am,car,3,in,False,
25-10,10.36 am,car,2,in,False,
25-10,10.36 am,van,1,in,False,
25-10,10.36 am,car,2,in,False,
25-10,10.36 am,car,3,in,False,
25-10,10.37 am,car,1,in,False,
25-10,10.37 am,bus,100%,in,False,
25-10,10.37 am,car,3,in,False,
25-10,10.37 am,car,1,in,False,
25-10,10.37 am,car,2,in,False,
25-10,10.37 am,car,1,in,False,
25-10,10.38 am,bus,50%,in,False,
25-10,10.38 am,car,3,in,False,
25-10,10.38 am,car,2,in,False,
25-10,10.38 am,car,1,in,False,
25-10,10.39 am,car,2,in,False,
25-10,10.39 am,car,1,in,False,
25-10,10.39 am,car,1,in,False,
25-10,10.39 am,car,1,in,False,
25-10,10.39 am,car,1,in,False,
25-10,10.39 am,car,1,in,False,
25-10,10.39 am,car,1,in,False,
25-10,10.39 am,bus,90%,in,False,
25-10,10.40 am,van,2,in,False,
25-10,10.40 am,car,1,in,False,
25-10,10.40 am,car,1,in,False,
25-10,10.40 am,car,1,in,False,
25-10,10.40 am,car,1,in,False,
25-10,10.40 am,car,1,in,False,
25-10,10.43 am,car,1,in,False,
25-10,10.43 am,car,1,in,False,
25-10,10.43 am,van,1,in,False,
25-10,10.44 am,car,2,in,False,
25-10,10.44 am,car,1,in,False,
25-10,10.44 am,car,1,in,False,
25-10,10.44 am,car,1,in,False,
25-10,10.44 am,car,1,in,False,
25-10,10.44 am,car,2,in,False,
25-10,10.44 am,car,1,in,False,
25-10,10.44 am,car,2,in,False,
25-10,10.44 am,car,1,in,False,
25-10,10.44 am,car,2,in,False,
25-10,10.45 am,car,1,in,False,
25-10,10.45 am,car,1,in,False,
25-10,10.45 am,car,2,in,False,
25-10,10.45 am,car,2,in,False,
25-10,10.45 am,car,1,in,False,
25-10,10.45 am,car,1,in,False,
25-10,10.45 am,car,1,in,False,
25-10,10.45 am,car,1,in,False,
25-10,10.45 am,car,2,in,False,
25-10,10.46 am,car,1,in,False,
25-10,10.46 am,bus,100%,in,False,
25-10,10.46 am,car,1,in,False,
25-10,10.46 am,car,4,in,False,
25-10,10.46 am,car,2,in,False,
25-10,10.46 am,car,2,in,False,
25-10,10.48 am,car,1,in,False,
25-10,10.48 am,car,3,in,False,
25-10,10.48 am,bus,90%,in,False,
25-10,10.48 am,car,1,in,False,
25-10,10.48 am,van,1,in,False,
25-10,10.48 am,car,1,in,False,
25-10,10.48 am,car,1,in,False,
25-10,10.49 am,car,2,in,False,
25-10,10.49 am,van,1,in,False,
25-10,10.49 am,car,2,in,False,
25-10,10.49 am,car,2,in,False,
25-10,10.49 am,car,1,in,False,
25-10,10.50 am,car,1,in,False,
25-10,10.50 am,car,4,in,False,
25-10,10.50 am,car,1,in,False,
25-10,10.50 am,car,1,in,False,
25-10,10.50 am,car,2,in,False,
25-10,10.50 am,car,3,in,False,
25-10,10.50 am,car,1,in,False,
25-10,10.51 am,car,3,in,False,
25-10,10.51 am,car,1,in,False,
25-10,10.54 am,car,2,in,False,
25-10,10.54 am,bus,100%,in,False,
25-10,10.54 am,car,4,in,False,
25-10,10.55 am,van,2,in,False,
25-10,10.55 am,car,1,in,False,
25-10,10.56 am,car,1,in,False,
25-10,10.56 am,car,2,in,False,
25-10,10.56 am,bus,90%,in,False,
25-10,10.56 am,car,3,in,False,
25-10,10.56 am,car,1,in,False,
25-10,10.56 am,car,1,in,False,
25-10,10.56 am,car,1,in,False,
25-10,10.56 am,van,1,in,False,
25-10,10.57 am,van,1,in,False,
25-10,10.57 am,bus,100%,in,False,
25-10,10.57 am,car,2,in,False,
25-10,10.57 am,car,1,in,False,
25-10,10.57 am,car,4,in,False,
25-10,10.57 am,car,3,in,False,
25-10,10.57 am,car,1,in,False,
25-10,10.59 am,car,2,in,False,
25-10,10.59 am,car,2,in,False,
25-10,10.59 am,car,3,in,False,
25-10,10.59 am,car,1,in,False,
25-10,10.59 am,car,1,in,False,
27-10,08.30 am,car,1,in,False,
27-10,08.30 am,car,3,in,False,
27-10,08.30 am,car,1,in,True,
27-10,08.30 am,car,1,in,False,
27-10,08.30 am,car,2,in,False,
27-10,08.30 am,car,1,in,True,
27-10,08.30 am,car,1,in,False,
27-10,08.30 am,car,2,in,False,
27-10,08.30 am,van,1,in,False,
27-10,08.30 am,car,1,in,True,
27-10,08.30 am,car,2,in,False,
27-10,08.30 am,car,1,in,False,
27-10,08.30 am,car,2,in,True,
27-10,08.30 am,taxi,1,in,True,
27-10,08.30 am,bus,60%,in,True,
27-10,08.30 am,bus,90%,in,True,
27-10,08.30 am,van,2,in,False,
27-10,08.30 am,car,1,in,True,
27-10,08.30 am,car,1,in,True,
27-10,08.30 am,van,2,in,False,
27-10,08.30 am,car,1,in,True,
27-10,08.30 am,car,1,in,True,
27-10,08.35 am,car,4,in,False,
27-10,08.35 am,taxi,2,in,False,
27-10,08.35 am,car,1,in,True,
27-10,08.35 am,car,1,in,True,
27-10,08.35 am,car,4,in,False,
27-10,08.35 am,taxi,2,in,False,
27-10,08.35 am,car,2,in,True,
27-10,08.35 am,bicycle,1,in,True,
27-10,08.35 am,car,1,in,False,
27-10,08.35 am,car,1,in,True,
27-10,08.35 am,car,2,in,True,
27-10,08.35 am,car,2,in,True,
27-10,08.35 am,car,1,in,False,
27-10,08.35 am,car,1,in,False,
27-10,08.35 am,car,2,in,True,
27-10,08.35 am,car,2,in,True,
27-10,08.35 am,car,2,in,True,
27-10,08.35 am,car,1,in,False,
27-10,08.35 am,car,2,in,False,
27-10,08.35 am,car,2,in,False,
27-10,08.35 am,car,1,in,False,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,car,2,in,False,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,car,2,in,False,
27-10,08.40 am,car,2,in,True,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,bus,100%,in,True,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,car,2,in,False,
27-10,08.40 am,car,2,in,False,
27-10,08.40 am,car,2,in,True,
27-10,08.40 am,car,2,in,False,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,taxi,3,in,True,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,bus,100%,in,True,
27-10,08.40 am,car,2,in,True,
27-10,08.40 am,car,2,in,True,
27-10,08.40 am,car,2,in,False,
27-10,08.40 am,car,2,in,False,
27-10,08.40 am,bus,90%,in,False,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,van,2,in,True,
27-10,08.40 am,car,2,in,True,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,bus,100%,in,False,
27-10,08.40 am,car,2,in,True,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,car,1,in,True,
27-10,08.40 am,car,1,in,False,
27-10,08.40 am,car,5,in,True,
27-10,08.40 am,car,2,in,True,
27-10,08.45 am,bus,60%,in,True,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,2,in,True,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,2,in,False,
27-10,08.45 am,car,2,in,True,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,2,in,False,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,2,in,True,
27-10,08.45 am,car,2,in,True,
27-10,08.45 am,car,2,in,False,
27-10,08.45 am,van,2,in,False,
27-10,08.45 am,van,2,in,False,
27-10,08.45 am,car,2,in,False,
27-10,08.45 am,car,2,in,False,
27-10,08.45 am,bus,40%,in,False,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,2,in,True,
27-10,08.45 am,bus,5%,in,False,
27-10,08.45 am,car,1,in,False,
27-10,08.45 am,car,1,in,True,
27-10,08.45 am,car,1,in,False,
27-10,08.50 am,car,2,in,True,
27-10,08.50 am,car,2,in,True,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,bicycle,1,in,True,
27-10,08.50 am,bicycle,1,in,True,
27-10,08.50 am,bicycle,2,in,True,
27-10,08.50 am,car,2,in,True,
27-10,08.50 am,car,2,in,True,
27-10,08.50 am,bus,100%,in,True,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,van,1,in,False,
27-10,08.50 am,car,1,in,True,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,True,
27-10,08.50 am,car,2,in,True,
27-10,08.50 am,car,1,in,True,
27-10,08.50 am,car,2,in,True,
27-10,08.50 am,lorry,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,True,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,motorcycle,2,in,False,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,True,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,car,5,in,True,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,car,4,in,False,
27-10,08.50 am,car,2,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,True,
27-10,08.50 am,bicycle,1,in,True,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,1,in,False,
27-10,08.50 am,car,2,in,True,
27-10,08.50 am,car,2,in,False,
27-10,08.55 am,bus,100%,in,True,
27-10,08.55 am,car,2,in,False,
27-10,08.55 am,car,1,in,True,
27-10,08.55 am,car,1,in,False,
27-10,08.55 am,car,1,in,False,
27-10,08.55 am,car,2,in,False,
27-10,08.55 am,bicycle,1,in,True,
27-10,08.55 am,car,1,in,False,
27-10,08.55 am,car,2,in,True,
27-10,08.55 am,bicycle,1,in,True,
27-10,08.55 am,car,1,in,False,
27-10,08.55 am,car,1,in,False,
27-10,08.55 am,car,2,in,False,
27-10,08.55 am,car,5,in,False,
27-10,08.55 am,car,2,in,True,
27-10,08.55 am,car,1,in,True,
27-10,08.55 am,car,2,in,True,
27-10,08.55 am,lorry,2,in,False,
27-10,08.55 am,car,1,in,True,
27-10,08.55 am,car,1,in,True,
27-10,08.55 am,bus,100%,in,True,
27-10,08.55 am,car,2,in,False,
27-10,08.55 am,car,2,in,False,
27-10,08.55 am,car,1,in,True,
27-10,08.55 am,car,5,in,False,
27-10,08.55 am,bicycle,1,in,True,
27-10,08.55 am,car,1,in,False,
27-10,08.55 am,car,2,in,True,
27-10,08.55 am,taxi,4,in,False,
27-10,08.55 am,car,1,in,True,
27-10,08.55 am,bicycle,1,in,True,
27-10,08.55 am,taxi,1,in,True,
27-10,08.55 am,taxi,2,in,True,
27-10,08.55 am,bicycle,1,in,True,
27-10,08.55 am,bicycle,1,in,True,
27-10,08.55 am,bus,90%,in,False,
27-10,08.55 am,car,1,in,True,
27-10,08.55 am,car,1,in,True,
27-10,08.55 am,car,2,in,False,
27-10,08.55 am,car,2,in,False,
27-10,08.55 am,car,1,in,False,
27-10,08.55 am,car,1,in,False,
27-10,08.55 am,car,2,in,False,
27-10,08.55 am,car,1,in,True,
25-10,10.15 am,van,1,out,,
25-10,10.15 am,taxi,1,out,,
25-10,10.20 am,car,1,out,,
25-10,10.20 am,taxi,1,out,,
25-10,10.20 am,van,1,out,,
25-10,10.20 am,car,1,out,,
25-10,10.20 am,taxi,1,out,,
25-10,10.20 am,car,2,out,,
25-10,10.20 am,van,1,out,,
25-10,10.20 am,car,1,out,,
25-10,10.25 am,bus,10%,out,,
25-10,10.25 am,van,1,out,,
25-10,10.25 am,van,1,out,,
25-10,10.25 am,motorcycle,1,out,,
25-10,10.25 am,bicycle,1,out,,
25-10,10.30 am,car,1,out,,
25-10,10.30 am,bus,20%,out,,
25-10,10.30 am,bus,10%,out,,
25-10,10.30 am,bus,10%,out,,
25-10,10.30 am,car,2,out,,
25-10,10.30 am,car,1,out,,
25-10,10.30 am,car,2,out,,
25-10,10.30 am,bus,1%,out,,
25-10,10.30 am,car,1,out,,
25-10,10.30 am,bus,1%,out,,
25-10,10.30 am,bicycle,1,out,,
25-10,10.30 am,car,1,out,,
25-10,10.35 am,car,1,out,,
25-10,10.35 am,car,1,out,,
25-10,10.35 am,car,1,out,,
25-10,10.35 am,bus,2%,out,,
25-10,10.35 am,bus,5%,out,,
25-10,10.35 am,scooter,1,out,,
25-10,10.35 am,car,1,out,,
25-10,10.40 am,van,1,out,,
25-10,10.40 am,van,1,out,,
25-10,10.40 am,taxi,1,out,,
25-10,10.40 am,car,1,out,,
25-10,10.40 am,car,2,out,,
25-10,10.45 am,car,1,out,,
25-10,10.45 am,car,1,out,,
25-10,10.45 am,bus,1%,out,,
25-10,10.45 am,bus,1%,out,,
25-10,10.45 am,van,1,out,,
25-10,10.45 am,van,1,out,,
25-10,10.45 am,van,1,out,,
25-10,10.45 am,van,2,out,,
25-10,10.45 am,van,1,out,,
25-10,10.45 am,car,2,out,,
25-10,10.45 am,bus,10%,out,,
23-10,10.30 am,car,1,in,,
23-10,10.30 am,car,1,in,,
23-10,10.30 am,car,1,in,,
23-10,10.30 am,car,2,in,,
23-10,10.30 am,bicycle,1,in,,
23-10,10.30 am,car,4,in,,
23-10,10.30 am,car,1,in,,
23-10,10.30 am,van,1,in,,
23-10,10.30 am,car,1,in,,
23-10,10.30 am,car,1,in,,
23-10,10.30 am,car,1,in,,
23-10,10.30 am,bus,50%,in,,
23-10,10.30 am,car,1,in,,
23-10,10.30 am,car,1,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,5,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,2,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,1,in,,
23-10,10.35 am,car,2,in,,
23-10,10.40 am,bus,100%,in,,
23-10,10.40 am,car,1,in,,
23-10,10.40 am,car,2,in,,
23-10,10.40 am,car,3,in,,
23-10,10.40 am,bus,100%,in,,
23-10,10.40 am,car,1,in,,
23-10,10.40 am,car,2,in,,
23-10,10.40 am,car,5,in,,
23-10,10.40 am,car,2,in,,
23-10,10.40 am,car,1,in,,
23-10,10.40 am,car,2,in,,
23-10,10.40 am,car,2,in,,
23-10,10.40 am,lorry,1,in,,
23-10,10.40 am,car,1,in,,
23-10,10.40 am,car,1,in,,
23-10,10.40 am,car,3,in,,
23-10,10.40 am,car,1,in,,
23-10,10.45 am,car,4,in,,
23-10,10.45 am,car,2,in,,
23-10,10.45 am,car,1,in,,
23-10,10.45 am,car,1,in,,
23-10,10.45 am,bus,100%,in,,
23-10,10.45 am,car,4,in,,
23-10,10.45 am,car,4,in,,
23-10,10.45 am,car,2,in,,
23-10,10.45 am,car,5,in,,
23-10,10.45 am,car,3,in,,
23-10,10.45 am,car,4,in,,
23-10,10.45 am,car,1,in,,
23-10,10.45 am,car,1,in,,
23-10,10.45 am,car,1,in,,
23-10,10.45 am,car,1,in,,
23-10,10.45 am,van,3,in,,
23-10,10.45 am,car,2,in,,
23-10,10.45 am,car,2,in,,
23-10,10.45 am,car,2,in,,
23-10,10.45 am,car,2,in,,
23-10,10.45 am,car,1,in,,
23-10,10.50 am,bicycle,1,in,,
23-10,10.50 am,car,2,in,,
23-10,10.50 am,bus,100%,in,,
23-10,10.50 am,car,5,in,,
23-10,10.50 am,car,2,in,,
23-10,10.50 am,car,5,in,,
23-10,10.50 am,car,2,in,,
23-10,10.50 am,car,3,in,,
23-10,10.50 am,car,1,in,,
23-10,10.50 am,car,1,in,,
23-10,10.50 am,car,1,in,,
23-10,10.50 am,car,1,in,,
23-10,10.50 am,car,2,in,,
23-10,10.50 am,car,1,in,,
23-10,10.50 am,car,5,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,2,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,2,in,,
23-10,10.55 am,car,5,in,,
23-10,10.55 am,car,5,in,,
23-10,10.55 am,car,3,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,bus,100%,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,5,in,,
23-10,10.55 am,car,5,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,2,in,,
23-10,10.55 am,car,5,in,,
23-10,10.55 am,car,5,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,bicycle,1,in,,
23-10,10.55 am,bicycle,1,in,,
23-10,10.55 am,bus,80%,in,,
23-10,10.55 am,car,2,in,,
23-10,10.55 am,car,2,in,,
23-10,10.55 am,car,5,in,,
23-10,10.55 am,lorry,2,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,1,in,,
23-10,10.55 am,car,3,in,,
23-10,10.55 am,car,2,in,,
23-10,10.55 am,car,1,in,,
